Exercice,Branche,Code Produit,Désignation Produit,Sous-Branche,Date Survenance,Règlement
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/05/2018,9353525.59
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/12/2018,9348772.26
2016,Risques Industriels,RN,Responsabilité Civile Association,Responsabilité Civile,24/01/2016,500.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/04/2014,9322897.04
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,23/07/2023,9316651.63
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,30/08/2018,9122046.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/12/2018,9100000.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/02/2018,9089948.42
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/03/2020,8959045.42
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/11/2020,8920336.15
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/11/2018,8914076.24
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/02/2016,8910810.75
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/11/2013,8890752.32
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,18/06/2018,4231423.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,30/12/2012,525.22
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,29/07/2020,4190264.4
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/02/2017,8845687.48
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,07/12/2020,4180501.72
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,16/05/2015,4164445.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,19/04/2015,4080000.0
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,31/12/2022,8742536.18
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/02/2016,8633219.94
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/06/2011,8612565.0
2016,Risques Industriels,VM,Vol De Marchandise,Risque simple,27/11/2013,538.2
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/12/2020,8595901.66
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/08/2013,8564223.33
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,30/04/2014,8559839.06
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,05/04/2022,8526665.62
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,10/08/2021,8515664.16
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/06/2020,8508000.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/09/2015,8499102.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,24/10/2016,4059140.0
2016,Risques Industriels,IM,Incendie Risques Multisites,Incendie,01/12/2015,8493800.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,23/06/2021,4010000.01
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/01/2015,8484683.5
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/05/2018,8440774.52
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/03/2015,8419060.0
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,26/06/2022,8300000.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,09/08/2021,8279328.16
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/09/2016,8260200.7
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/02/2020,8250345.76
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,18/05/2020,8222988.92
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/07/2012,8193510.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/07/2014,8153000.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/06/2010,8152043.58
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/12/2014,8121791.11
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/07/2016,8105405.91
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,03/07/2018,8046141.0
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,20/01/2020,7884586.13
2016,Risques Industriels,VM,Vol De Marchandise,Risque simple,28/03/2011,598.16
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,29/06/2011,3992530.47
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/03/2019,7859335.39
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,04/08/2016,3970752.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/06/2019,7849000.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/07/2013,7842507.47
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,14/06/2021,7810039.85
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/02/2019,7774897.5
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,01/02/2020,3935000.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/06/2018,7753500.0
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,06/01/2015,3895833.34
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,14/11/2012,3868817.84
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/12/2002,7708827.66
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/10/2015,7694373.6
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,13/11/2016,601.24
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,30/08/2018,7647332.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/05/2014,7616805.69
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/10/2018,7609546.21
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/11/2019,7602018.75
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,09/05/2023,7599050.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/02/2016,7595479.51
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/09/2018,7532635.24
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/07/2018,7516000.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/02/2014,7500380.33
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,28/10/2018,7500000.0
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,24/03/2014,3832500.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/11/2016,7497600.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,31/07/2020,3811800.0
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,06/01/2015,3804166.66
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/01/2011,7497365.0
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,19/06/2013,3799999.99
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,22/11/2014,3787063.01
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,20/09/2015,3775000.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,13/09/2014,3772903.25
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,09/06/2019,7395181.58
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,26/06/2021,3727900.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,18/07/2014,3723196.94
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,01/07/2019,3658518.44
2023,Risques Industriels,RN,Responsabilité Civile Association,Responsabilité Civile,19/03/2023,700.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,15/01/2017,3606320.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,08/06/2021,3600379.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,17/08/2018,3583614.4
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,22/08/2012,3557178.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,15/11/2017,3550736.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,01/07/2018,3510977.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,13/04/2017,3501500.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,30/06/2018,3496283.2
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,05/09/2007,3462069.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,11/02/2020,3460000.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,17/05/2019,3451049.59
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,30/06/2018,3428773.6
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,09/11/2021,3428630.0
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,13/12/2011,3323233.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/08/2022,7321350.2
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,28/08/2021,3272290.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,19/05/2018,3240000.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,01/07/2019,3235040.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,29/08/2013,3232729.74
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,14/02/2016,3219480.0
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,09/08/2010,3208200.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,21/06/2006,3171799.92
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,04/09/2013,3170968.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,13/09/2016,3166687.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,22/09/2012,3166650.0
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,01/01/2013,3149712.71
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,30/06/2018,3145240.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,15/07/2014,3139380.0
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,27/06/2011,3136200.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,09/04/2017,3080076.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,26/08/2019,3068092.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,04/09/2019,3055000.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,28/05/2022,3050000.0
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,15/02/2013,3050000.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/10/2022,7320000.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,29/05/2015,3040176.99
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,04/08/2017,3001500.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,30/06/2018,3000377.76
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,07/05/2013,3000000.0
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,08/05/2010,3000000.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,16/06/2017,3000000.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,26/12/2019,3000000.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,14/02/2016,3000000.0
2018,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,31/01/2018,716.8
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/04/2013,7054366.09
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,29/11/2014,2976798.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/09/2016,7020914.31
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/08/2017,7010917.85
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,24/01/2021,2950000.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,30/06/2018,2943184.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,27/10/2013,749.56
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,30/09/2018,7006404.2
2016,Risques Industriels,MH,Multirisques Habitation,Risque simple,22/07/2013,760.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/09/2016,7000000.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,10/08/2021,6983000.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,26/08/2021,2940000.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,31/08/2021,6959558.78
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/03/2017,6950000.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/04/2012,6940014.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/07/2016,6933874.46
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,02/10/2013,2920000.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/10/2017,6917170.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,05/02/2018,6911587.95
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/12/2019,6905256.19
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/05/2016,6885407.14
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/07/2015,6879450.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,10/08/2016,2883976.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/06/2013,6862137.51
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,01/07/2019,2882507.77
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/11/2019,2876874.33
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,10/07/2016,2844022.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/02/2012,6857897.98
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/04/2021,6830000.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/07/2018,6824419.5
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/03/2015,2785123.0
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,17/10/2018,6808753.49
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/10/2020,6797440.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,03/01/2019,6742000.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,16/08/2018,2772351.7
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/07/2015,6730039.08
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/09/2019,6721100.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/10/2014,6675069.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,15/12/2020,6659174.16
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,07/07/2016,2756000.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/01/2015,6641185.39
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,27/05/2015,2698000.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/02/2020,6600288.12
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/01/2021,6589696.12
2022,Risques Industriels,MH,Multirisques Habitation,Risque simple,15/06/2022,820.0
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,11/11/2012,2668448.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,30/06/2018,2666620.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/09/2005,6523296.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/07/2019,6494126.38
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/04/2016,6481480.7
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/02/2022,6440883.18
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/05/2019,6413695.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/08/2017,6387143.25
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/08/2021,6379873.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/12/2017,6378404.37
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,11/07/2020,2658800.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,06/12/2020,2650000.0
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,30/07/2012,854.82
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,16/04/2013,2640242.28
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/08/2016,6363941.88
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/08/2016,6335850.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,05/06/2019,2639817.0
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,12/09/2019,6334514.45
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,30/06/2017,6320004.55
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,21/09/2021,6271247.06
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/07/2016,6248899.4
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/04/2016,6222555.85
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,03/04/2019,6201771.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/03/2015,6128500.0
2014,Risques Industriels,RN,Responsabilité Civile Association,Responsabilité Civile,03/01/2014,889.5
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/11/2019,6106610.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/12/2018,6034306.51
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,17/09/2012,896.46
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/02/2020,6027351.16
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/05/2022,5983732.0
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,23/04/2019,5934642.07
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/02/2018,5924693.27
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,03/02/2018,2610000.0
